step,split,ce,cert,top1,top5,cell_err_m,pose_nll,pose_err_m,n,sec
6219,train,3.7576,4.2832,0.0309,0.1907,10.44,3.5125,6.00,194,1.5
6220,train,2.9607,3.4146,0.1392,0.5979,8.54,2.5059,0.00,194,2.2
6221,train,3.9323,4.5274,0.0466,0.1192,16.55,3.1430,5.66,193,2.9
6222,train,3.4698,4.2801,0.0258,0.1959,16.74,2.4739,0.00,194,2.6
6223,train,4.0480,5.1200,0.0206,0.1753,10.90,3.2374,12.00,194,1.5
6224,train,5.0118,3.6851,0.0000,0.0000,35.38,5.3732,30.00,194,3.9
6225,train,4.2550,4.7926,0.0155,0.1186,16.83,4.0035,30.46,194,1.5
6226,train,4.1514,4.7151,0.0412,0.1907,12.63,3.5256,10.00,194,3.4
6227,train,3.9760,5.1532,0.0052,0.1134,9.30,3.3253,3.00,194,0.9
6228,train,3.1406,3.1318,0.0773,0.3557,19.33,2.8993,18.00,194,2.5
6229,train,nan,0.2281,nan,nan,nan,0.0000,nan,0,1.6
6230,train,3.5470,2.8914,0.0625,0.2865,18.53,3.0420,13.42,192,4.9
6231,train,4.1738,5.3623,0.0515,0.2577,10.96,3.7500,7.07,194,1.9
6232,train,3.9319,3.6486,0.0155,0.1451,12.33,3.0135,4.00,193,2.2
6233,train,4.0459,3.7372,0.0000,0.0000,25.24,3.1997,15.00,194,3.4
6234,train,nan,0.2820,nan,nan,nan,0.0000,nan,0,1.8
6235,train,3.6340,4.1932,0.0365,0.1354,12.61,3.3099,24.00,192,2.1
6236,train,3.8027,3.7758,0.0104,0.0155,38.39,3.5553,35.36,193,3.2
6237,train,3.7766,3.7710,0.0103,0.0979,21.66,2.9251,12.00,194,2.3
6238,train,nan,0.1338,nan,nan,nan,0.0000,nan,0,2.7
6239,train,3.1612,4.1343,0.1042,0.4531,12.00,2.7064,7.07,192,3.2
6240,train,4.8774,4.4392,0.0155,0.0773,14.33,5.4484,8.49,194,1.9
6241,train,3.5353,5.1943,0.0622,0.2073,9.85,3.0480,16.00,193,1.5
6242,train,nan,0.1997,nan,nan,nan,0.0000,nan,0,2.4
6243,train,4.9782,3.8347,0.0000,0.0052,28.32,6.4068,26.93,194,3.0
6244,train,5.5907,4.9252,0.0000,0.0000,37.25,7.6066,36.22,194,2.2
6245,train,4.2207,4.8051,0.0206,0.0979,23.55,4.7406,22.36,194,3.3
6246,train,4.0084,4.1837,0.0309,0.1804,8.50,3.1033,15.00,194,1.3
6247,train,3.7661,4.7178,0.0309,0.1237,10.66,2.7970,3.00,194,1.3
6248,train,3.8451,4.6708,0.0103,0.0361,28.18,3.3507,40.00,194,1.9
6249,train,6.4687,4.3955,0.0000,0.0000,15.23,6.8266,12.73,194,0.9
6250,train,nan,0.1949,nan,nan,nan,0.0000,nan,0,1.9
6251,train,3.0917,4.1474,0.1856,0.5773,11.75,2.8726,5.00,194,3.8
6252,train,3.8472,2.3033,0.0052,0.0412,25.69,3.8681,30.59,194,2.5
6253,train,nan,0.2255,nan,nan,nan,0.0000,nan,0,1.9
6254,train,4.3522,2.9543,0.0000,0.0000,51.27,4.0830,36.50,194,2.5
6255,train,3.6879,3.9054,0.0258,0.1495,15.59,3.7775,25.50,194,1.5
6256,train,4.3249,3.3156,0.0207,0.0933,15.29,5.2239,8.94,193,2.3
6257,train,4.1247,3.9643,0.0052,0.0206,17.56,3.3716,3.00,194,1.7
6258,train,3.8267,3.5501,0.0777,0.2539,8.15,3.2857,0.00,193,1.8
6259,train,nan,0.4825,nan,nan,nan,0.0000,nan,0,3.5
6260,train,4.3207,2.4718,0.0000,0.0000,45.08,3.8319,48.00,194,2.5
6261,train,4.3259,3.4547,0.0052,0.0670,12.82,4.0560,12.00,194,1.7
6262,train,nan,0.2759,nan,nan,nan,0.0000,nan,0,1.1
6263,train,3.9376,4.5790,0.0207,0.1399,20.13,3.7994,7.07,193,3.0
6264,train,3.3656,3.1882,0.1340,0.4536,8.99,3.3694,4.00,194,2.6
6265,train,nan,0.5082,nan,nan,nan,0.0000,nan,0,2.3
6266,train,4.1721,3.7019,0.0000,0.0000,24.25,3.4978,30.15,194,1.7
6267,train,4.4735,3.3968,0.0000,0.0156,29.59,4.1247,41.23,192,2.6
6268,train,3.9100,4.5564,0.0311,0.1399,12.86,3.8994,4.24,193,1.2
6269,train,nan,0.2943,nan,nan,nan,0.0000,nan,0,1.9
6270,train,6.6239,2.8860,0.0000,0.0000,53.60,6.5476,47.17,192,3.1
6271,train,4.1683,3.9257,0.0206,0.1186,15.58,3.6743,8.94,194,1.5
6272,train,4.0060,3.0271,0.0417,0.1771,23.28,3.0362,36.40,192,1.9
6273,train,4.7320,4.5011,0.0052,0.0052,31.54,4.0307,30.00,194,5.0
6274,train,nan,0.3280,nan,nan,nan,0.0000,nan,0,1.9
6275,train,4.1974,4.7005,0.0052,0.0521,16.46,3.8168,30.15,192,1.4
6276,train,4.4156,4.5711,0.0103,0.0619,13.97,3.6936,16.00,194,2.8
6277,train,nan,0.4185,nan,nan,nan,0.0000,nan,0,2.0
6278,train,3.8391,3.6451,0.0309,0.1804,10.89,2.9651,3.00,194,1.7
6279,train,3.9159,3.9191,0.0155,0.0933,14.24,3.3305,8.00,193,1.1
6280,train,3.7022,3.4696,0.0417,0.2083,7.75,3.7238,4.24,192,1.5
6281,train,3.7696,2.5185,0.0155,0.1554,18.15,3.5218,30.00,193,4.9
6282,train,4.4651,3.2749,0.0052,0.0104,36.23,4.6963,21.63,193,5.1
6283,train,5.1927,3.1756,0.0000,0.0155,29.62,4.2914,16.97,194,4.6
6284,train,3.8298,3.8371,0.0515,0.2835,7.68,3.9388,6.00,194,1.5
6285,train,3.7491,4.2355,0.1134,0.4330,13.33,3.5095,8.94,194,1.1
6286,train,nan,0.3618,nan,nan,nan,0.0000,nan,0,2.5
6287,train,4.1344,3.8534,0.0309,0.1701,23.64,4.1685,24.74,194,4.3
6288,train,3.7748,4.1757,0.0156,0.1562,12.95,3.6187,4.24,192,1.3
6289,train,3.4595,1.9495,0.0104,0.1198,30.45,3.7312,18.00,192,2.1
6290,train,nan,0.2547,nan,nan,nan,0.0000,nan,0,2.5
6291,train,3.3768,3.2775,0.0825,0.2990,16.92,2.7229,0.00,194,3.5
6292,train,nan,0.3418,nan,nan,nan,0.0000,nan,0,1.5
6293,train,nan,0.3093,nan,nan,nan,0.0000,nan,0,2.0
6294,train,5.0349,4.7117,0.0000,0.0000,26.75,5.2541,33.54,193,2.1
6295,train,5.0403,4.7535,0.0104,0.0622,14.89,3.4311,4.24,193,1.6
6296,train,3.1541,3.2419,0.0829,0.4611,13.20,2.5967,0.00,193,2.5
6297,train,4.4563,5.0624,0.0052,0.0412,21.88,3.8333,18.25,194,1.8
6298,train,3.4081,3.1129,0.0718,0.2974,14.01,2.6172,4.00,195,2.8
6299,train,3.5229,3.3384,0.0361,0.1907,27.16,2.6320,42.43,194,5.5
6300,train,nan,0.2214,nan,nan,nan,0.0000,nan,0,3.9
6301,train,nan,0.1329,nan,nan,nan,0.0000,nan,0,0.9
6302,train,3.9758,4.5501,0.0103,0.0515,13.74,3.9399,15.30,194,0.9
6303,train,4.5645,4.8518,0.0000,0.0000,18.86,4.2401,17.89,194,1.5
6304,train,3.2162,2.6549,0.0984,0.5026,9.80,1.9778,0.00,193,2.1
6305,train,4.1528,5.4348,0.0260,0.1146,14.40,3.8364,15.00,192,0.9
6306,train,nan,0.0775,nan,nan,nan,0.0000,nan,0,1.1
6307,train,4.7242,5.0710,0.0000,0.0000,27.75,3.8866,30.59,194,1.9
6308,train,4.2796,4.3380,0.0052,0.0567,13.64,4.0387,18.25,194,2.0
6309,train,4.0275,5.2730,0.0155,0.0670,17.59,3.3109,33.14,194,1.9
6310,train,3.9744,4.6163,0.0412,0.1753,10.50,3.6571,12.37,194,2.0
6311,train,3.8605,3.4652,0.0518,0.2228,12.41,3.6947,20.62,193,3.0
6312,train,4.2726,4.5498,0.0155,0.0928,12.37,3.7060,4.24,194,1.7
6313,train,5.5904,4.2873,0.0000,0.0000,30.97,5.3390,33.94,192,2.1
6314,train,3.6536,4.4822,0.0155,0.1347,13.87,2.9120,0.00,193,2.7
6315,train,4.3172,4.9272,0.0000,0.0000,39.02,3.2784,52.00,192,2.8
6316,train,3.0761,3.4355,0.0885,0.4479,10.63,2.4262,5.00,192,1.9
6317,train,3.8730,4.3551,0.0469,0.1354,13.51,3.3583,8.00,192,1.5
6318,train,3.1431,4.3009,0.1094,0.4219,16.89,3.1673,7.07,192,3.1
6319,train,3.5807,3.3389,0.0670,0.2629,10.86,3.3942,11.18,194,1.9
6320,train,4.4271,3.3691,0.0000,0.0068,53.23,4.3012,46.10,148,2.9
6321,train,4.4839,4.3792,0.0000,0.0000,49.33,3.8836,61.19,194,2.5
6322,train,3.6992,4.0844,0.1134,0.2990,15.01,2.9413,13.42,194,5.6
6323,train,3.9833,4.9322,0.0515,0.2732,15.06,3.8317,8.94,194,1.5
6324,train,3.5468,3.1447,0.0773,0.3144,17.50,3.9743,18.97,194,5.4
6325,train,3.5650,4.2140,0.0573,0.2344,9.21,2.7746,3.00,192,1.3
6326,train,3.9978,4.7260,0.0309,0.1289,12.73,3.4728,4.00,194,2.8
6327,train,4.3293,3.0926,0.0000,0.0206,39.87,3.9863,42.43,194,5.4
6328,train,nan,0.1257,nan,nan,nan,0.0000,nan,0,3.5
6329,train,3.3123,3.0755,0.1546,0.4485,9.85,3.0002,18.97,194,4.9
6330,train,4.0263,4.5671,0.0155,0.0515,20.75,5.3689,20.40,194,2.8
6331,train,nan,0.2054,nan,nan,nan,0.0000,nan,0,2.6
6332,train,3.6418,4.3694,0.0206,0.2010,10.97,2.7386,4.00,194,1.5
6333,train,4.0772,5.3239,0.0309,0.1546,9.72,3.5882,15.30,194,1.7
6334,train,4.5037,5.4261,0.0000,0.0052,37.42,4.4519,35.78,194,2.8
6335,train,nan,0.1350,nan,nan,nan,0.0000,nan,0,1.5
6336,train,3.9368,4.5818,0.0052,0.0670,11.99,4.6608,16.49,194,1.4
6337,train,3.7027,3.9514,0.0312,0.1562,17.36,3.4611,16.49,192,1.5
6338,train,nan,0.1293,nan,nan,nan,0.0000,nan,0,1.2
6339,train,5.1076,5.2136,0.0103,0.0464,29.88,3.6426,30.00,194,2.5
6340,train,3.3153,3.2302,0.0670,0.3866,14.04,2.7809,18.00,194,2.1
6341,train,3.8413,4.0156,0.0518,0.2073,14.23,3.1673,5.66,193,2.7
6342,train,3.7493,4.4768,0.0258,0.1804,10.65,2.9852,3.00,194,1.3
6343,train,3.5391,5.1181,0.1546,0.4175,12.60,3.2974,11.18,194,3.5
6344,train,nan,0.2345,nan,nan,nan,0.0000,nan,0,4.9
6345,train,3.5663,4.5455,0.1546,0.4845,25.47,3.3117,6.00,194,3.9
6346,train,4.2119,4.0263,0.0155,0.0984,20.82,3.0520,8.49,193,4.3
6347,train,3.5234,3.9348,0.0155,0.1451,19.97,2.9028,6.00,193,2.5
6348,train,4.1392,5.5845,0.0052,0.0258,21.21,3.7544,21.00,194,1.3
6349,train,nan,0.2056,nan,nan,nan,0.0000,nan,0,3.2
6350,train,4.6383,4.4572,0.0000,0.0000,29.05,4.4019,26.93,194,2.0
6351,train,3.3827,4.0727,0.0361,0.2629,11.22,2.4387,4.00,194,2.8
6352,train,5.0666,5.1893,0.0104,0.0415,17.38,5.1918,18.97,193,1.3
6353,train,5.5838,5.0193,0.0000,0.0000,44.56,4.6650,39.12,194,2.0
6354,train,4.7583,5.2553,0.0155,0.0773,21.13,4.7481,16.49,194,2.3
6355,train,4.5035,5.3120,0.0000,0.0052,26.66,5.2930,24.33,194,2.3
6356,train,3.6916,3.9939,0.0567,0.2062,14.05,2.8171,5.00,194,4.0
6357,train,3.3385,3.7663,0.0155,0.1606,31.85,3.0889,30.59,193,4.9
6358,train,3.4018,3.9409,0.0984,0.3264,16.51,4.2352,7.07,193,4.1
6359,train,4.4066,5.8955,0.0103,0.0619,35.24,3.8797,10.00,194,3.4
6360,train,3.8072,3.6936,0.0415,0.1813,10.45,3.5374,4.24,193,1.4
6361,train,3.9855,5.0300,0.0155,0.0415,39.51,3.6972,32.00,193,2.2
6362,train,6.3386,3.4220,0.0000,0.0000,38.42,7.4286,30.00,193,2.4
6363,train,3.6849,4.5818,0.0515,0.2062,9.10,4.1973,13.42,194,1.3
6364,train,4.7174,2.7901,0.0104,0.0518,17.61,3.8920,15.30,193,0.9
6365,train,3.8327,4.2967,0.0206,0.2113,9.71,3.5906,4.24,194,1.9
6366,train,4.3274,3.4404,0.0000,0.0000,56.61,3.6294,55.23,193,3.3
6367,train,4.9919,4.0022,0.0000,0.0000,53.36,4.0006,55.23,193,3.0
6368,train,4.1510,3.6016,0.0104,0.0674,16.61,3.5547,24.19,193,1.5
6369,train,4.1342,3.7750,0.0000,0.0670,13.70,2.9699,0.00,194,2.3
6370,train,3.8322,3.2975,0.0518,0.1347,17.88,3.3953,18.00,193,4.0
6371,train,4.2612,2.3568,0.0000,0.0104,37.20,4.0873,49.48,192,2.1
6372,train,3.7417,2.6847,0.0361,0.2371,13.60,2.7247,6.00,194,4.8
6373,train,nan,0.5327,nan,nan,nan,0.0000,nan,0,5.5
6374,train,3.3651,3.8679,0.0876,0.4278,9.25,3.1361,8.00,194,2.8
6375,train,3.9867,3.6109,0.0000,0.0206,25.62,3.4431,32.31,194,5.4
6376,train,3.2326,1.5806,0.0722,0.4639,11.80,3.1328,8.49,194,5.2
6377,train,nan,0.4774,nan,nan,nan,0.0000,nan,0,3.9
6378,train,4.3472,3.8372,0.0464,0.2216,16.97,3.5899,18.97,194,4.9
6379,train,4.3136,2.9995,0.0052,0.0103,36.65,4.9599,36.50,194,2.5
6380,train,3.5980,1.3230,0.0206,0.1546,21.18,3.7179,13.42,194,5.4
6381,train,3.7630,3.0560,0.0000,0.0515,20.20,3.6250,20.00,194,3.3
6382,train,nan,0.3161,nan,nan,nan,0.0000,nan,0,2.5
6383,train,4.3720,3.3788,0.0000,0.0156,26.85,4.4539,20.62,192,1.5
6384,train,nan,0.2404,nan,nan,nan,0.0000,nan,0,2.6
6385,train,4.2808,3.6804,0.0361,0.0825,13.20,3.6318,18.25,194,1.4
6386,train,3.2470,2.9000,0.0833,0.4896,10.49,2.8105,5.00,192,3.9
6387,train,nan,0.2047,nan,nan,nan,0.0000,nan,0,2.2
6388,train,4.5442,3.2194,0.0052,0.0825,21.58,3.4550,11.18,194,1.9
6389,train,3.3140,2.4593,0.0258,0.2062,27.41,2.8121,36.00,194,5.1
6390,train,3.2712,2.8303,0.0670,0.3454,12.12,2.4264,6.00,194,2.5
6391,train,2.9962,2.8325,0.0570,0.3316,18.96,3.5810,24.00,193,4.1
6392,train,4.3007,3.8455,0.0052,0.0777,18.64,4.5615,17.89,193,2.5
6393,train,4.3621,4.0625,0.0259,0.1295,12.12,4.2479,6.71,193,0.9
6394,train,3.8055,4.4918,0.0412,0.2474,9.31,2.7639,6.00,194,1.2
6395,train,3.6369,3.2182,0.0725,0.3005,15.96,2.7487,18.00,193,4.1
6396,train,3.6392,4.2175,0.0670,0.2577,17.54,3.2325,16.49,194,1.5
6397,train,3.5007,3.5413,0.0258,0.2526,16.56,3.5075,12.00,194,5.5
6398,train,3.9718,4.1887,0.0412,0.2423,15.74,3.9253,20.62,194,1.9
6399,train,5.9019,5.0366,0.0000,0.0000,37.35,6.9288,36.50,193,1.3
6400,train,3.4502,3.7276,0.0415,0.1917,25.35,3.8898,30.59,193,4.8
6400,val,4.1823,,0.0361,0.1589,16.42,4.1077,17.72,6584,54.5
6401,train,4.0358,3.4432,0.0103,0.1186,11.92,3.2024,11.18,194,3.3
6402,train,4.5040,4.8201,0.0258,0.0670,11.71,1.9147,0.00,194,1.8
6403,train,4.6558,3.5731,0.0156,0.0990,11.90,3.2443,4.24,192,0.9
6404,train,3.5471,4.2211,0.0365,0.2083,16.34,2.1141,0.00,192,4.0
6405,train,3.7435,4.4414,0.0000,0.0103,30.98,4.6101,20.00,194,2.9
6406,train,3.4371,2.6321,0.0722,0.3505,16.74,3.4700,30.59,194,2.5
6407,train,3.5556,3.5218,0.0258,0.1959,17.78,3.7396,24.00,194,4.3
6408,train,4.4127,5.0923,0.0000,0.0206,27.70,3.2547,0.00,194,2.9
6409,train,3.4394,3.5465,0.0466,0.2953,12.99,2.9942,7.07,193,1.9
6410,train,3.4475,3.8714,0.0417,0.2292,16.15,3.6677,24.00,192,2.3
6411,train,nan,0.4112,nan,nan,nan,0.0000,nan,0,3.5
6412,train,3.6641,3.6593,0.0309,0.2165,15.61,3.7593,8.49,194,2.4
6413,train,3.7887,3.0809,0.0990,0.2760,14.45,3.1266,6.00,192,3.8
6414,train,3.4531,2.6978,0.0619,0.3144,8.48,3.0765,5.66,194,2.9
6415,train,5.1103,3.1521,0.0000,0.0051,21.38,4.1252,18.25,195,1.9
6416,train,3.3095,2.8355,0.0311,0.2124,40.99,3.2112,6.00,193,4.9
6417,train,4.5068,4.5384,0.0258,0.1134,19.70,4.0098,4.24,194,1.2
6418,train,4.0440,3.6106,0.0415,0.1710,17.09,4.7079,14.14,193,1.9
6419,train,nan,0.3103,nan,nan,nan,0.0000,nan,0,2.0
6420,train,5.0921,4.0557,0.0000,0.0103,33.69,6.1492,40.79,194,2.5
6421,train,4.4481,3.1438,0.0000,0.0000,87.77,4.3184,93.15,194,4.6
6422,train,4.7779,4.1497,0.0000,0.0000,32.61,4.4793,11.31,194,1.5
6423,train,4.8550,3.5804,0.0000,0.0000,27.65,4.5989,38.08,194,3.9
6424,train,4.0968,3.1917,0.0052,0.1140,18.14,3.9820,7.07,193,2.7
6425,train,3.9476,3.5233,0.0052,0.0518,14.88,2.9849,21.00,193,1.5
6426,train,4.3643,3.6343,0.0000,0.0104,18.18,4.2146,16.49,192,2.0
6427,train,6.5633,2.8122,0.0000,0.0000,53.79,6.7716,30.59,193,4.2
6428,train,4.7567,2.7826,0.0000,0.0000,51.83,4.4208,60.83,193,1.9
6429,train,nan,0.2334,nan,nan,nan,0.0000,nan,0,1.6
6430,train,4.0198,3.1901,0.0309,0.1289,10.37,3.7409,6.00,194,1.8
6431,train,3.8462,2.0565,0.0207,0.1399,11.02,4.2963,16.49,193,2.2
6432,train,3.2317,2.7156,0.0928,0.4588,11.55,3.1353,7.07,194,3.3
6433,train,4.0765,1.9812,0.0363,0.1399,13.90,4.0374,7.07,193,2.6
6434,train,3.9072,1.8427,0.0208,0.0417,30.80,4.1518,30.00,192,1.5
6435,train,4.8061,1.2538,0.0000,0.0000,47.45,4.8287,48.37,194,3.8
6436,train,3.9404,2.1656,0.0207,0.1088,30.71,3.9323,24.74,193,2.4
6437,train,nan,0.7184,nan,nan,nan,0.0000,nan,0,2.2
6438,train,4.4364,3.2593,0.0312,0.1198,10.85,4.0063,6.00,192,1.7
6439,train,nan,0.4615,nan,nan,nan,0.0000,nan,0,4.1
6440,train,3.2658,2.3609,0.0928,0.4227,11.62,3.1007,10.00,194,3.3
6441,train,4.2592,3.0434,0.0207,0.1088,9.24,3.6737,0.00,193,2.0
6442,train,4.5174,2.7148,0.0052,0.0521,35.58,4.7571,46.10,192,3.2
6443,train,4.6815,3.3047,0.0000,0.0000,39.87,5.2793,29.12,194,2.7
6444,train,5.0444,2.6739,0.0000,0.0000,20.29,3.9770,24.19,193,2.0
6445,train,4.2202,3.5236,0.0155,0.0674,11.93,3.7436,6.71,193,1.9
6446,train,3.8214,2.2557,0.0258,0.2113,29.94,4.4147,30.00,194,3.8
6447,train,3.5347,2.5644,0.0677,0.2500,16.27,3.5555,36.40,192,1.9
6448,train,3.2417,2.4372,0.1237,0.5052,8.94,2.8414,5.00,194,3.8
6449,train,3.3868,2.7504,0.0515,0.4072,10.09,3.3520,8.00,194,2.1
6450,train,3.4826,3.4276,0.0670,0.2990,8.23,2.9559,6.00,194,1.6
6451,train,5.2130,3.1686,0.0000,0.0000,35.31,4.0324,40.31,194,4.2
6452,train,5.1122,3.5182,0.0000,0.0207,41.95,4.8767,48.66,193,1.1
6453,train,3.3991,2.1327,0.1134,0.3454,25.61,3.4122,42.00,194,2.5
6454,train,3.4443,3.9341,0.0415,0.2176,21.61,3.2719,36.00,193,1.5
6455,train,4.0627,2.6977,0.0000,0.0052,41.27,3.6095,45.28,194,3.4
6456,train,nan,0.2755,nan,nan,nan,0.0000,nan,0,2.6
6457,train,nan,0.2513,nan,nan,nan,0.0000,nan,0,1.5
6458,train,4.5882,4.5966,0.0000,0.0103,41.39,4.3212,53.37,194,1.9
6459,train,4.3071,4.0643,0.0052,0.0464,17.74,4.2635,21.84,194,1.2
6460,train,3.4595,3.0742,0.0876,0.2423,13.09,3.1620,12.00,194,4.6
6461,train,4.1213,4.3094,0.0000,0.1031,13.08,4.0517,11.18,194,3.1
6462,train,4.8139,4.3552,0.0000,0.0000,33.19,3.7569,34.18,194,2.5
6463,train,nan,0.4112,nan,nan,nan,0.0000,nan,0,1.9
6464,train,3.1650,2.2948,0.0933,0.4093,12.48,2.6177,0.00,193,5.3
6465,train,4.3334,3.6607,0.0000,0.0417,39.80,4.5922,51.26,192,2.1
6466,train,3.8768,2.9213,0.0104,0.0729,18.84,3.9782,17.89,192,1.1
6467,train,5.4934,3.8075,0.0000,0.0052,12.49,5.7911,12.37,194,0.9
6468,train,nan,0.2921,nan,nan,nan,0.0000,nan,0,4.1
6469,train,3.3240,2.0299,0.0567,0.3557,14.34,3.3614,12.00,194,4.9
6470,train,4.4256,3.8962,0.0000,0.0052,52.90,4.3053,51.26,194,5.0
6471,train,3.7364,2.9648,0.0052,0.0361,34.27,3.4157,55.00,194,1.9
6472,train,5.3204,3.1285,0.0000,0.0000,46.12,5.5321,54.41,192,2.2
6473,train,3.4866,2.7861,0.0000,0.0781,33.31,3.0821,30.00,192,2.1
6474,train,3.7427,2.7273,0.0103,0.0361,39.73,3.7157,84.21,194,2.1
6475,train,5.3812,2.6309,0.0000,0.0000,40.60,5.8306,36.00,192,4.7
6476,train,4.3557,4.0472,0.0000,0.0000,39.36,4.9581,40.79,194,1.5
6477,train,nan,0.2135,nan,nan,nan,0.0000,nan,0,2.1
6478,train,4.5875,3.0734,0.0103,0.0206,60.60,4.7363,61.19,194,4.5
6479,train,3.9526,3.5737,0.0619,0.2371,14.17,3.2319,12.00,194,2.3
6480,train,4.3261,3.6787,0.0000,0.0052,30.98,4.0661,28.00,194,2.3
6481,train,4.6907,2.4534,0.0103,0.0464,19.92,4.4554,16.49,194,1.1
6482,train,4.1081,3.6433,0.0518,0.2332,12.67,3.2953,12.00,193,1.7
6483,train,3.3584,1.9558,0.0773,0.2938,18.22,2.7718,0.00,194,4.1
6484,train,4.2453,1.5771,0.0000,0.0000,34.05,3.5902,48.00,193,2.4
6485,train,3.2901,2.5201,0.0361,0.1804,17.93,3.6130,15.81,194,3.9
6486,train,4.1002,2.9365,0.0000,0.0000,40.56,3.4722,48.37,194,4.7
6487,train,3.3625,1.5455,0.0361,0.2680,21.05,3.4244,18.00,194,4.9
6488,train,3.8311,2.3121,0.0103,0.0515,25.23,3.7366,30.00,194,4.2
6489,train,nan,0.4174,nan,nan,nan,0.0000,nan,0,3.4
6490,train,3.8282,3.6795,0.0361,0.2216,11.00,3.3336,16.00,194,2.3
6491,train,4.3662,2.6638,0.0155,0.0674,14.87,3.6761,7.07,193,1.9
6492,train,3.6310,1.7932,0.0674,0.2487,10.02,3.4652,20.40,193,1.5
6493,train,nan,0.1739,nan,nan,nan,0.0000,nan,0,2.5
6494,train,4.4060,3.4937,0.0052,0.0567,16.70,4.2853,16.49,194,1.5
6495,train,3.9968,2.9474,0.0518,0.1503,8.47,2.8986,0.00,193,1.3
6496,train,3.8520,3.1644,0.0103,0.0567,22.14,3.6729,28.00,194,2.4
6497,train,3.9769,1.5896,0.0000,0.0000,51.91,3.8034,55.32,193,2.5
6498,train,3.9933,3.2573,0.0258,0.1082,11.31,3.3583,3.00,194,1.8
6499,train,3.7977,2.6511,0.0103,0.0412,40.83,4.1144,49.48,194,2.5
6500,train,5.8436,4.9764,0.0000,0.0000,23.82,6.4686,15.30,193,0.9
6501,train,4.3542,3.5520,0.0365,0.0990,13.19,4.0445,20.12,192,1.9
6502,train,3.6756,3.7730,0.0412,0.2577,11.55,3.5062,4.00,194,1.4
6503,train,3.9635,3.3839,0.0052,0.0104,32.28,3.2365,35.00,193,3.0
6504,train,4.3743,3.9904,0.0000,0.0415,14.81,4.3580,24.33,193,1.9
6505,train,nan,0.4073,nan,nan,nan,0.0000,nan,0,4.1
6506,train,3.3775,3.0390,0.0415,0.2280,22.11,3.1297,15.00,193,3.2
6507,train,4.5717,2.1960,0.0000,0.0260,19.27,5.0135,13.42,192,4.4
6508,train,3.8877,3.5601,0.0311,0.1606,22.57,3.5036,22.36,193,1.9
6509,train,nan,0.2520,nan,nan,nan,0.0000,nan,0,4.6
6510,train,4.1778,3.6081,0.0155,0.0309,18.68,4.1490,18.25,194,1.8
6511,train,3.7478,3.1141,0.0309,0.2320,7.55,3.5241,3.00,194,1.6
6512,train,nan,0.3847,nan,nan,nan,0.0000,nan,0,4.1
6513,train,4.4864,3.8237,0.0052,0.0155,22.23,3.9513,15.30,194,1.2
6514,train,4.1728,3.5110,0.0515,0.1649,30.13,4.0613,18.97,194,4.0
6515,train,3.7873,3.9006,0.0309,0.1546,13.47,4.0005,15.30,194,1.6
6516,train,3.9394,3.1676,0.0052,0.0206,51.77,3.6133,88.46,194,3.7
6517,train,4.9859,4.2393,0.0000,0.0000,37.95,5.4308,5.66,194,2.4
6518,train,nan,0.1771,nan,nan,nan,0.0000,nan,0,1.9
6519,train,4.1928,3.6774,0.0000,0.0000,33.28,3.5194,44.18,194,2.7
6520,train,4.5613,3.8165,0.0207,0.1192,21.41,4.5339,28.28,193,1.9
6521,train,nan,0.2348,nan,nan,nan,0.0000,nan,0,1.2
6522,train,4.6618,3.4071,0.0000,0.0000,47.88,4.4886,18.97,192,2.5
6523,train,4.3066,3.6967,0.0103,0.0464,18.85,4.0157,24.00,194,1.4
6524,train,4.4877,3.5735,0.0000,0.0000,76.35,3.9389,78.00,194,4.2
6525,train,3.3163,2.7639,0.0466,0.3161,16.72,2.7469,12.00,193,4.8
6526,train,3.5494,3.2205,0.0928,0.3505,8.98,3.0403,7.07,194,3.0
6527,train,4.0933,4.4360,0.0206,0.1649,9.82,4.3952,10.82,194,1.9
6528,train,4.1189,4.1289,0.0206,0.0825,16.39,3.9345,12.37,194,1.9
6529,train,3.9431,3.7980,0.0000,0.0155,38.57,2.7979,12.00,194,2.9
6530,train,4.3731,3.9812,0.0052,0.0415,13.23,5.1999,10.82,193,1.4
6531,train,nan,0.1999,nan,nan,nan,0.0000,nan,0,5.1
6532,train,3.7683,4.3837,0.0258,0.1289,18.65,3.6019,20.62,194,1.9
6533,train,4.3654,4.3876,0.0156,0.1094,9.93,3.8589,6.00,192,1.6
6534,train,nan,0.1776,nan,nan,nan,0.0000,nan,0,1.4
6535,train,4.0932,3.9572,0.0309,0.1495,18.13,3.8982,24.74,194,4.1
6536,train,3.1388,2.3246,0.0825,0.4021,17.45,3.1502,12.00,194,2.5
6537,train,3.7711,2.4108,0.0000,0.0464,30.77,3.5700,15.00,194,1.9
6538,train,4.5097,4.0738,0.0052,0.0311,26.80,3.7604,38.42,193,1.2
6539,train,3.6263,2.9758,0.0000,0.0208,33.79,3.7577,36.50,192,4.9
6540,train,4.8770,4.3532,0.0052,0.0155,19.20,5.4802,13.42,194,1.2
6541,train,4.0800,4.6183,0.0567,0.1701,10.12,3.2837,18.25,194,1.5
6542,train,4.2559,2.6149,0.0103,0.0670,22.43,3.3523,8.94,194,2.2
6543,train,4.3776,3.4756,0.0103,0.0619,16.56,4.9810,20.40,194,1.1
